311      ;Locatie client           ;2474     ;CL0123                                                 ;SOCIETE GENERALE ITIM/CSM/EBS                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7076                                                  ;UE                       ;
312      ;Locatie client           ;2474     ;CL0124                                                 ;SOCIETE GENERALE ITIM/GSI/SFI/EBS                                                                                                                          ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7076                                                  ;UE                       ;
313      ;Locatie client           ;2474     ;CL0125                                                 ;SOCIETE GENERALE RESG/TPS/SGC                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
314      ;Locatie client           ;2474     ;CL0126                                                 ;SOCIETE GENERALE OPER/MGT                                                                                                                                  ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U6991                                                  ;UE                       ;
315      ;Locatie client           ;2474     ;CL0127                                                 ;SOCIETE GENERALE GTS/DWS/USU/DEF                                                                                                                           ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7094                                                  ;UE                       ;
316      ;Locatie client           ;2474     ;CL0128                                                 ;SOCIETE GENERALE DFIN GBI CMA                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7092                                                  ;UE                       ;
317      ;Locatie client           ;2474     ;CL0132                                                 ;SOCIETE GENERALE RESG/TPS/GDO                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7094                                                  ;UE                       ;
318      ;Locatie client           ;2474     ;CL0133                                                 ;SOCIETE GENERALE OPER/REG/PJT                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U6991                                                  ;UE                       ;
319      ;Locatie client           ;2474     ;CL0134                                                 ;SOCIETE GENERALE BDDF/SEG/REG/KYC                                                                                                                          ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7077                                                  ;UE                       ;
320      ;Locatie client           ;2474     ;CL0142                                                 ;SOCIETE GENERALE BSC/ISA                                                                                                                                   ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
321      ;Locatie client           ;2474     ;CL0143                                                 ;SOCIETE GENERALE PBA PRIV/HQE/CRM/CMU                                                                                                                      ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7086                                                  ;UE                       ;
322      ;Locatie client           ;2474     ;CL0144                                                 ;SOCIETE GENERALE RESG/GTS/TFO/IT                                                                                                                           ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
323      ;Locatie client           ;2474     ;CL0145                                                 ;SOCIETE GENERALE IGAD/COO                                                                                                                                  ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7101                                                  ;UE                       ;
324      ;Locatie client           ;2474     ;CL0146                                                 ;SOCIETE GENERALE ITIM/PRF                                                                                                                                  ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7076                                                  ;UE                       ;
342      ;Locatie client           ;2474     ;CL0167                                                 ;SOCIETE GENERALE BSC/ARC                                                                                                                                   ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
343      ;Locatie client           ;2474     ;CL0168                                                 ;SOCIETE GENERALE ITIM/SRO/SEC                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7076                                                  ;UE                       ;
344      ;Locatie client           ;2474     ;CL0169                                                 ;SOCIETE GENERALE ITIM/PRF/MOD                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7076                                                  ;UE                       ;
345      ;Locatie client           ;2474     ;CL0170                                                 ;SOCIETE GENERALE RESG/GTS/SEC/SOC                                                                                                                          ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
346      ;Locatie client           ;2474     ;CL0164                                                 ;SOCIETE GENERALE BDDF ? SSC FIN                                                                                                                            ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7077                                                  ;UE                       ;
347      ;Locatie client           ;2474     ;CL0172                                                 ;SOCIETE GENERALE IBFS/TPS/SOL                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
348      ;Locatie client           ;2474     ;CL0173                                                 ;SOCIETE GENERALE RESG/TPS /GDO ( HR )                                                                                                                      ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7094                                                  ;UE                       ;
349      ;Locatie client           ;2474     ;FZ0321                                                 ; SOCIETE GENERALE DEVL/HUB/PRO Compta                                                                                                                      ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
350      ;Locatie client           ;2474     ;CL0181                                                 ;SOCIETE GENERALE GBIS/HUMN/COO                                                                                                                             ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U6991                                                  ;UE                       ;
351      ;Locatie client           ;2478     ;CL0059                                                 ;SOCIETE GENERALE LUXEMBOURG                                                                                                                                ;SOCIETE GENERALE LUXEMBOURG                                                                                                                                ;MCL0011                                                ;S0709                                                  ;UE                       ;
352      ;Locatie client           ;2478     ;CL0116                                                 ;SOCIETE GENERALE BANK&TRUST/FIN/VILD 2                                                                                                                     ;SOCIETE GENERALE LUXEMBOURG                                                                                                                                ;MCL0011                                                ;S0709                                                  ;UE                       ;
353      ;Locatie client           ;2478     ;CL0117                                                 ;SOCIETE GENERALE BANK&TRUST/FIN/VILD 3                                                                                                                     ;SOCIETE GENERALE LUXEMBOURG                                                                                                                                ;MCL0011                                                ;S0709                                                  ;UE                       ;
354      ;Locatie client           ;2492     ;CL0103                                                 ;SOCIETE GENERALE AMERICAS SECURITIES LLC                                                                                                                   ;SOCIETE GENERALE NEW YORK BRANCH                                                                                                                           ;MCL0025                                                ;S8308                                                  ;NONUE                    ;
355      ;Locatie client           ;2502     ;CL0174                                                 ;BANQUE COURTOIS COP                                                                                                                                        ;BANQUE COURTOIS                                                                                                                                            ;MCLI0005                                               ;S0556                                                  ;UE                       ;
356      ;Locatie client           ;2503     ;CL0175                                                 ;BANQUE KOLB COP                                                                                                                                            ;BANQUE KOLB                                                                                                                                                ;MCL0037                                                ;S0557                                                  ;UE                       ;
357      ;Locatie client           ;2504     ;CL0176                                                 ;BANQUE LAYDERNIER COP                                                                                                                                      ;BANQUE LAYDERNIER                                                                                                                                          ;MCL0038                                                ;S0558                                                  ;UE                       ;
358      ;Locatie client           ;2505     ;CL0177                                                 ;BANQUE NUGER COP                                                                                                                                           ;BANQUE NUGER                                                                                                                                               ;MCL0039                                                ;S0561                                                  ;UE                       ;
374      ;Locatie client           ;2479     ;CL0025                                                 ;SG Kleinwort Hambros Bank Limited (Channel Islands)                                                                                                        ;SG Kleinwort Hambros Bank Limited (Channel Islands)                                                                                                        ;MCL0012                                                ;S4656                                                  ;NONUE                    ;
375      ;Locatie client           ;2480     ;CL0026                                                 ;SG Kleinwort Hambros Bank Limited (GIBRALTAR)                                                                                                              ;SG Kleinwort Hambros Bank Limited (GIBRALTAR)                                                                                                              ;MCL0013                                                ;S4656                                                  ;NONUE                    ;
376      ;Locatie client           ;2481     ;CL0108                                                 ;SOCIETE GENERALE SECURITIES SERVICES SPA                                                                                                                   ;SOCIETE GENERALE SECURITIES SERVICES SPA                                                                                                                   ;MCL0014                                                ;S1297                                                  ;UE                       ;
377      ;Locatie client           ;2482     ;CL0030                                                 ;SOCIETE GENERALE PRIVATE BANKING BAHAMAS LTD                                                                                                               ;SOCIETE GENERALE PRIVATE BANKING BAHAMAS LTD                                                                                                               ;MCL0015                                                ;S0900                                                  ;NONUE                    ;
378      ;Locatie client           ;2483     ;CL0033                                                 ;BRD FINANCE IFN SA                                                                                                                                         ;BRD FINANCE IFN SA                                                                                                                                         ;MCL0016                                                ;S8058                                                  ;UE                       ;
379      ;Locatie client           ;2484     ;CL0073                                                 ;BRD SOC. DE ADMINISTRARE A FONDURILOR DE PENSII PR                                                                                                         ;BRD SOC. DE ADMINISTRARE A FONDURILOR DE PENSII PR                                                                                                         ;MCL0017                                                ;S77951                                                 ;UE                       ;
380      ;Locatie client           ;2485     ;CL0074                                                 ;BRD ASIGURARI DE VIATA S.A                                                                                                                                 ;BRD ASIGURARI DE VIATA S.A                                                                                                                                 ;MCLI0003                                               ;S77952                                                 ;UE                       ;
381      ;Locatie client           ;2486     ;CL0118                                                 ;BRD SOGELEASE IFN SA                                                                                                                                       ;BRD SOGELEASE IFN SA                                                                                                                                       ;MCL0019                                                ;S7798                                                  ;UE                       ;
382      ;Locatie client           ;2487     ;CL0120                                                 ;ALD AUTOMOTIVE SRL                                                                                                                                         ;ALD AUTOMOTIVE SRL                                                                                                                                         ;MCLI0001                                               ;S4705                                                  ;UE                       ;
383      ;Locatie client           ;2488     ;CL0121                                                 ;BRD SOGELEASE ASSET RENTAL SRL                                                                                                                             ;BRD SOGELEASE ASSET RENTAL SRL                                                                                                                             ;MCL0021                                                ;S7798                                                  ;UE                       ;
384      ;Locatie client           ;2489     ;CL0038                                                 ;SOCIETE GENERALE ODDZIAL W POLSCE                                                                                                                          ;SOCIETE GENERALE ODDZIAL W POLSCE                                                                                                                          ;MCL0022                                                ;T8841                                                  ;UE                       ;
385      ;Locatie client           ;2490     ;CL0081                                                 ;SOCIETE GENERALE GEFA/IBFS                                                                                                                                 ;GEFA BANK GMBH                                                                                                                                             ;MCL0023                                                ;S4502                                                  ;UE                       ;
386      ;Locatie client           ;2491     ;CL0099                                                 ;COMPAGNIE G?N?RALE D?AFFAC?CGA                                                                                                                             ;COMPAGNIE GENERALE D?AFFACTURAGE                                                                                                                           ;MCL0024                                                ;S0010                                                  ;UE                       ;
387      ;Locatie client           ;2492     ;CL0100                                                 ;SOCIETE GENERALE ITEC/MKT/STP/NVISION USA                                                                                                                  ;SOCIETE GENERALE NEW YORK BRANCH                                                                                                                           ;MCL0025                                                ;S8308                                                  ;NONUE                    ;
388      ;Locatie client           ;2493     ;CL0102                                                 ;SOCIETE GENERALE PRIVATE BANKING NV SA                                                                                                                     ;SOCIETE GENERALE PRIVATE BANKING NV SA                                                                                                                     ;MCL0026                                                ;S1672                                                  ;UE                       ;
389      ;Locatie client           ;2494     ;CL0105                                                 ;SOCIETE GENERALE SECURITIES AUSTRALIA PTY LTD                                                                                                              ;SOCIETE GENERALE SECURITIES AUSTRALIA PTY LTD                                                                                                              ;MCL0027                                                ;S5298                                                  ;NONUE                    ;
390      ;Locatie client           ;2495     ;CL0106                                                 ;PJSC ROSBANK                                                                                                                                               ;PJSC ROSBANK                                                                                                                                               ;MCL0028                                                ;S0129                                                  ;NONUE                    ;
1423     ;Locatie client           ;5785     ;FZ0922                                                 ;PRESENT VALUE GMBH DE188664522                                                                                                                             ;PRESENT VALUE GMBH                                                                                                                                         ;MFZ0861                                                ;----                                                   ;                         ;
1424     ;Locatie client           ;5788     ;                                                       ;SINAIA SA RO 331967                                                                                                                                        ;SINAIA SA                                                                                                                                                  ;MFZ0862                                                ;----                                                   ;                         ;
1430     ;Locatie client           ;5832     ;FZ0914                                                 ;RIOM INVESTITII SRL RO16708217                                                                                                                             ;RIOM INVESTITII SRL                                                                                                                                        ;MFZ0864                                                ;----                                                   ;                         ;
1431     ;Locatie client           ;5833     ;FZ0917                                                 ;KPMG ADVISORY SRL RO13204347                                                                                                                               ;KPMG ADVISORY SRL                                                                                                                                          ;MCLI0031                                               ;----                                                   ;                         ;
1432     ;Locatie client           ;5860     ;FZ0520                                                 ;SURVEYMONKEY EUROPE  IE3223102GH                                                                                                                           ;SURVEYMONKEY EUROPE                                                                                                                                        ;MFZ0866                                                ;----                                                   ;                         ;
1435     ;Locatie client           ;5878     ;                                                       ;ASOCIATIA PADUREA COPIILOR 36329161                                                                                                                        ;ASOCIATIA PADUREA COPIILOR                                                                                                                                 ;MFZ0867                                                ;----                                                   ;                         ;
1436     ;Locatie client           ;4816     ;FZ0828                                                 ;IOTH CONSULTING S.R.L.                                                                                                                                     ;IOTH CONSULTING S.R.L.                                                                                                                                     ;MFZ0772                                                ;----                                                   ;                         ;
1438     ;Locatie client           ;4798     ;FZ0870                                                 ;IKEA ROMANIA SA RO1754941                                                                                                                                  ;IKEA ROMANIA S.A.                                                                                                                                          ;MFZ0771                                                ;----                                                   ;                         ;
1439     ;Locatie client           ;4658     ;FZ0877                                                 ;MELAROX COM                                                                                                                                                ;MELAROX COM SRL                                                                                                                                            ;MFZ0759                                                ;                                                       ;                         ;
1440     ;Locatie client           ;4659     ;                                                       ;C&A CONNECT                                                                                                                                                ;S.C. C&A CONNECT SRL                                                                                                                                       ;MFZ0760                                                ;                                                       ;                         ;
1441     ;Locatie client           ;5931     ;                                                       ;VALDOR SRL RO1333674                                                                                                                                       ;VALDOR SRL                                                                                                                                                 ;MFZ0868                                                ;----                                                   ;                         ;
1442     ;Locatie client           ;5932     ;                                                       ;RENANIA TRADE SRL RO8006912                                                                                                                                ;RENANIA TRADE SRL                                                                                                                                          ;MFZ0869                                                ;----                                                   ;                         ;
1443     ;Locatie client           ;5935     ;                                                       ;JIUL SA CRAIOVA  RO2308342                                                                                                                                 ;JIUL SA CRAIOVA                                                                                                                                            ;MFZ0870                                                ;----                                                   ;                         ;
1444     ;Locatie client           ;5936     ;                                                       ;PLANET SAFE SRL RO17116299                                                                                                                                 ;PLANET SAFE SRL                                                                                                                                            ;MFZ0871                                                ;----                                                   ;                         ;
1445     ;Locatie client           ;2474     ;CL0194                                                 ;SOCIETE GENERALE RESG/GTS/COO/CCM                                                                                                                          ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7090                                                  ;UE                       ;
1446     ;Locatie client           ;2474     ;CL0196                                                 ;SOCIETE GENERALE ITIM/PRF/DIR                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U7076                                                  ;UE                       ;
1447     ;Locatie client           ;5963     ;                                                       ;Fundatia Hope and Homes for Children (HHC) RO13661594                                                                                                      ;Fundatia Hope and Homes for Children                                                                                                                       ;MFZ0872                                                ;----                                                   ;                         ;
1448     ;Locatie client           ;5974     ;                                                       ;Club Davico SRL RO16320532                                                                                                                                 ;Club Davico SRL                                                                                                                                            ;MFZ0873                                                ;----                                                   ;                         ;
1449     ;Locatie client           ;5975     ;                                                       ;C.R.BISTRO SRL RO31284328                                                                                                                                  ;C.R.BISTRO SRL                                                                                                                                             ;MFZ0874                                                ;----                                                   ;                         ;
1452     ;Locatie client           ;6173     ;                                                       ;NET PLUS DISTRIBUTION SRL RO27612966                                                                                                                       ;NET PLUS DISTRIBUTION SRL                                                                                                                                  ;MFZ0875                                                ;----                                                   ;                         ;
1453     ;Locatie client           ;6176     ;                                                       ;EXELO TRAINING DEVELOPMENT SRL RO248 704 99                                                                                                                ;EXELO TRAINING DEVELOPMENT SRL                                                                                                                             ;MFZ0876                                                ;----                                                   ;                         ;
1454     ;Locatie client           ;6177     ;                                                       ;SC ANGELATO SRL RO334 139 92                                                                                                                               ;ANGELATO SRL                                                                                                                                               ;MFZ0877                                                ;----                                                   ;                         ;
1456     ;Locatie client           ;6184     ;                                                       ;ECO-ARH-SRL RO15078474                                                                                                                                     ;ECO-ARH SRL                                                                                                                                                ;MFZ0878                                                ;----                                                   ;                         ;
1459     ;Locatie client           ;6204     ;                                                       ;EPIANCE SOFTWARE PVT LTD                                                                                                                                   ;EPIANCE SOFTWARE PVT LTD                                                                                                                                   ;MFZ0879                                                ;----                                                   ;                         ;
1401     ;Locatie client           ;2481     ;CL0029                                                 ;SOCIETE GENERALE SECURITIES SERVICES SPA                                                                                                                   ;SOCIETE GENERALE SECURITIES SERVICES SPA                                                                                                                   ;MCL0014                                                ;S1297                                                  ;                         ;
1402     ;Locatie client           ;2474     ;CL0185                                                 ;SOCIETE GENERALE GBSU/EQD/DCR                                                                                                                              ;SOCIETE GENERALE                                                                                                                                           ;MCLI0004                                               ;U6991                                                  ;UE                       ;
1403     ;Locatie client           ;5480     ;                                                       ;THINKDIGITAL INTERNET & ADVETISING SA                                                                                                                      ;THINKDIGITAL INTERNET & ADVETISING SA                                                                                                                      ;MFZ0846                                                ;----                                                   ;                         ;
1404     ;Locatie client           ;5481     ;                                                       ;PFA CHERCIU AURELIAN CEZAR                                                                                                                                 ;PFA CHERCIU AURELIAN CEZAR                                                                                                                                 ;MFZ0847                                                ;----                                                   ;                         ;
1405     ;Locatie client           ;5482     ;CL0158                                                 ;SOCIETE GENERALE FRANFINANCE                                                                                                                               ;SOCIETE GENERALE FRANFINANCE                                                                                                                               ;MCL0048                                                ;U7090                                                  ;UE                       ;
1406     ;Locatie client           ;5483     ;                                                       ;STACK OVERFLOW                                                                                                                                             ;STACK EXCHANGE INC                                                                                                                                         ;MFZ0848                                                ;----                                                   ;                         ;
1407     ;Locatie client           ;5682     ;                                                       ;MAVERICKS ADS SRL-D                                                                                                                                        ;MAVERICKS ADS SRL-D                                                                                                                                        ;MFZ0849                                                ;----                                                   ;                         ;
1409     ;Locatie client           ;5684     ;FZ0835                                                 ;CRONUS EBUSINESS SRL RO8774511                                                                                                                             ;CRONUS EBUSINESS SRL                                                                                                                                       ;MFZ0850                                                ;----                                                   ;                         ;
1410     ;Locatie client           ;5689     ;                                                       ;IIR UK LTD GB365462636                                                                                                                                     ;IIR UK LTD                                                                                                                                                 ;MFZ0851                                                ;----                                                   ;                         ;
1411     ;Locatie client           ;5690     ;                                                       ;SOCIETATEA NATIONALA DE CRUCE ROSIE DIN ROMANIA FILIALA SECTOR 1 RO15685280                                                                                ;SOCIETATEA NATIONALA DE CRUCE ROSIE DIN ROMANIA  FILIALA SECTOR 1                                                                                          ;MFZ0852                                                ;----                                                   ;                         ;
